position,link,title,source,date,snippet,thumbnail
26,https://www.politico.com/news/2025/05/28/trump-wall-street-acronym-tariffs-00372814,Trump's not happy about Wall Street's name for tariff flip-flops,Politico,"May 28, 2025","Trump's not happy about Wall Street's name for tariff flip-flops. He bristles at the acronym TACO, which stands for 'Trump always chickens out.' Donald Trump...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077372884629306fdf12555aff99475eb321d80be619376cb0e.jpeg
27,https://www.nytimes.com/2025/05/06/business/trump-tariffs-ups-fedex.html,UPS and FedEx Once Handled a Deluge of Packages From China. That’s Changing.,The New York Times,"May 6, 2025",UPS and FedEx Once Handled a Deluge of Packages From China. That's Changing. President Trump has ended a tariff loophole that generated lots of business for...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077bce2bf35b5970d9b67dab0248f44def68b0a8c5b885a628b.jpeg
28,https://www.nytimes.com/2025/05/02/us/politics/companies-tariffs-price-increases.html,Companies Are Serving Notice: We’re Raising Prices Because of Tariffs,The New York Times,"May 2, 2025",Several companies that sell strollers and car seats said they would have to increase prices to offset higher costs from tariffs. UPPAbaby said last month that...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077af2bb989ef7d6eb956fd604a1bd625b8f9eb9c8f39b2a870.jpeg
29,https://www.theguardian.com/us-news/2025/apr/30/china-manufacturing-activity-plummets-amid-trump-tariff-war,China manufacturing activity plummets amid Trump tariff war,The Guardian,"May 1, 2025","Punishing tariffs introduced by Donald Trump that reached 145% on many Chinese products came into force in April, and Beijing responded with 125% duties on...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07718653f0c3ba2f436efc9be8f73c9faa020c569f75400db48.jpeg
30,https://www.reuters.com/world/india/gold-heads-best-week-more-than-month-us-fiscal-worries-2025-05-23/,Gold rises over 2% on safe-haven flows after Trump's renewed tariff threats,Reuters,"May 23, 2025","Gold prices rose more than 2% on Friday and logged their best week in six, as investors sought the safe-haven asset amid renewed tariff threats from U.S....",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0776353f0f0f6b914e1077670aced8ab01ad99309658391c67e.jpeg
31,https://www.cnn.com/2025/05/01/business/china-possible-trade-talks-us-tariffs-intl-hnk,China says it’s evaluating possible trade talks with the US,CNN,"May 2, 2025","On Thursday, US Secretary of State Marco Rubio said Trump's tariffs have hurt the Chinese economy, causing job losses, and that B﻿eijing is eager to talk. “The...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0775e7cdbea87cb257d46b280b0ff64c645d967f6b8ab3e4997.jpeg
32,https://www.ft.com/content/9e5b5b77-df41-4215-a512-51e04d0aad65,Tariff wars ignore win-win from comparative advantage in trade,Financial Times,"May 20, 2025",A policy of imposing higher permanent general tariffs allegedly to increase US wealth is completely misguided. It will not achieve the goal of restoring...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0774783a2ce2e749d3c02385a862bff090e353a103291ec1696.jpeg
33,https://www.nbcnews.com/nightly-news/video/trump-slams-walmart-after-warning-of-tariff-price-hikes-239849029879,Trump slams Walmart after warning of tariff price hikes,NBC News,"May 18, 2025",Trump slams Walmart after warning of tariff price hikes · Copied · Save hover state Savewith a NBCUniversal Profile. Create your free profile or log in to save...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077a93c666b5180b677d7c2da46e369adba0c3963a0c438860d.jpeg
34,https://www.euronews.com/my-europe/2025/05/06/eu-mandarins-in-washington-for-tariff-talks,EU sends top officials to Washington for tariff talks,Euronews.com,"May 6, 2025","EU trade commissioner Maroš Šefčovič conceded that negotiations are “not easy” during an exchange with MEPs on Tuesday, noting that the EU offered the US a zero...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07768c6006a532834a4c0cbbcdbaf39b2828b81059ab34501bc.jpeg
35,https://www.cnbc.com/2025/05/25/trump-50percent-tariffs-eu-july-9.html,Trump delays 50% tariffs on EU to July 9,CNBC,"May 25, 2025","Trump delays 50% tariffs on EU to July 9 · U.S. President Donald Trump agreed to delay imposing a 50% tariff on European goods until July 9. · ""I agreed to the...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0778274e7ba4072c9d32563abaff0a5d7fc71e51dbfa2e46e41.jpeg
36,https://www.theguardian.com/business/2025/may/01/trump-tariffs-pharma-firms-us-manufacturing,Trump hints at tariff reprieve for pharma companies that bring operations back to US,The Guardian,"May 1, 2025",Trump hints at tariff reprieve for pharma companies that bring operations back to US. He suggests drugmakers would get 'a lot of time' to repatriate...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077ef5ac3857f8846c342a2f77fe2e589ce362213e95caf04a0.jpeg
37,https://www.reuters.com/markets/commodities/iron-ore-tells-different-story-china-tariff-pain-narrative-russell-2025-05-08/,Iron ore tells a different story to the China tariff pain narrative,Reuters,"May 8, 2025","But iron ore prices and import volumes have been largely resilient since U.S. President Donald Trump launched his trade war against China, which has escalated...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077e43cf7d0b39eb7e06afc9ffa083bbb12b48e6cf051951d78.jpeg
38,https://www.bbc.com/news/articles/cj0z65dq771o,Wall Street stocks bounce back from Trump tariff losses,BBC,"May 2, 2025",Wall Street stocks bounce back from Trump tariff losses. 2 May 2025. Share Save. Sakshi Venkatraman. BBC News. Share Save. Getty Images.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0777f858481796aa8d678a3bfce454e64a9c8304dc40b009a56.jpeg
39,https://www.aljazeera.com/economy/2025/5/1/us-senate-rejects-bid-to-block-trumps-tariffs,US Senate rejects bid to block Trump’s tariffs,Al Jazeera,"May 1, 2025",The United States Senate has rejected an effort to block US President Donald Trump's tariffs amid bipartisan concerns about the impact of his trade salvoes on...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0777f8ad49e40338130003d3a0e0e2ad5d888b0ba1f9ebccfea.jpeg
40,https://www.nytimes.com/2025/05/29/us/politics/trump-taco-trade-question.html,"Asked About ‘TACO’ and Tariffs, Trump Lashes Out at Reporter",The New York Times,"May 30, 2025","President Trump lashed out at a reporter who asked him about “TACO,” a new term on Wall Street that is short for Trump Always Chickens Out.",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077389ac90bda3c60a287eeefbedac7d4e698a69b540d50e71c.jpeg
41,https://www.theguardian.com/australia-news/2025/may/13/market-uncertainty-created-by-trump-worse-than-his-10-tariff-on-australian-exports-say-analysts,"Market uncertainty created by Trump worse than his 10% tariff on Australian exports, say analysts",The Guardian,"May 13, 2025","Experts agreed there would be no immediate end to the huge uncertainty attached to America's trade policy, despite the euphoric response in financial markets.",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0779e91658924f074313ef79da8e9200c2b1a16206dba555670.jpeg
42,https://www.theverge.com/news/673424/trump-apple-iphone-tariff-25-percent-india,"Trump threatens Apple, Samsung and others with a 25 percent iPhone tariff",The Verge,"May 23, 2025","The threat comes a week after Trump declared that he'd “had a little problem with Tim Cook,” following reports that Apple intends to source all of its US...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0779ce185e8a26bc0d3d552a4a8572413d819debaf1485daf36.jpeg
43,https://www.cbsnews.com/news/court-strikes-dow-trumps-liberation-day-tariffs-ruling-them-illegal/,"Court strikes down most of Trump's tariffs, ruling them illegal",CBS News,"May 29, 2025","Following the decision by the U.S. Court of International Trade, a federal district judge in Washington, D.C., ruled that Mr. Trump's tariffs deriving from a...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077c348b1f7486565c3f953840dd1dea4c8516ed1e22d2bd4bf.jpeg
44,https://www.bbc.com/news/articles/cj09dnzjdpzo,China says US has 'severely violated' tariffs truce,BBC,"Jun 1, 2025","Chinese President Xi Jinping speaks during an international business meeting at The Great Hall Of The People on 28 March, 2025 in Beijing, China.",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0775fa7ab3ff96bf520ab40160cea22836b4640d0fdb74cfd6e.jpeg
45,https://www.theguardian.com/business/2025/may/25/german-finance-minister-joins-call-for-us-eu-talks-after-trump-tariff-threat,Head of EU executive secures tariffs delay after talk with Trump,The Guardian,"May 25, 2025",Head of EU executive secures tariffs delay after talk with Trump ... Donald Trump has announced that he will pause his threatened 50% tariffs on the European...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07702c5aa61c859f625e29f991e34131cdaddc099316c3733a5.jpeg
46,https://www.barrons.com/articles/tariff-trump-china-apple-netflix-1c573caf,Tariff News: Trump Says Trade a Trade Deal May Come This Week,Barron's,"May 5, 2025","Tariff News: A Trade Deal May Come This Week, Report Says ... President Donald Trump is hoping to pin down at least one trade deal with a country trying to lower...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0777fb69ca9db2834b560bfd1b74bf3f71528a8e140e3e6ca46.jpeg
47,https://ticotimes.net/2025/05/20/costa-rica-presses-u-s-to-lift-10-export-tariff-in-high-stakes-talks,Costa Rica Presses U.S. to Lift 10% Export Tariff in High-Stakes Talks :,The Tico Times,"May 20, 2025",Costa Rica Presses U.S. to Lift 10% Export Tariff in High-Stakes Talks ... Costa Rica has launched urgent negotiations with the United States to overturn a 10%...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077ebee063d8161bbd4052d2919995f6158418f6f3739ae534d.jpeg
48,https://www.cnn.com/2025/05/17/business/walmart-product-prices-tariffs,Trump tells Walmart to ‘eat the tariffs’ as retailer expects prices to increase,CNN,"May 17, 2025",Trump tells Walmart to 'eat the tariffs' as retailer expects prices to increase ... President Donald Trump on Saturday said Walmart needs to stop “trying to blame...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077bd17982753371ada7bf9dc2b9d2d2cdc96473f8dbe4ec8e6.jpeg
49,https://www.nytimes.com/2025/05/12/world/asia/china-lula-latam-trade.html,China Courts Lula and Latin America After Trump’s Tariff Shock,The New York Times,"May 12, 2025","China Courts Lula and Latin America After Trump's Tariff Shock. President Luiz Inácio Lula da Silva of Brazil is visiting Beijing this week, and China's Xi...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077a16e20cc75763ce9d7be110320a7d4c784b75fd604056d21.jpeg
50,https://www.ft.com/content/1f5f7150-bf0d-420c-b369-d12bb7fa7fe4,Donald Trump says US will set tariff rates for scores of countries in 2 to 3 weeks,Financial Times,"May 16, 2025",Donald Trump says US will set tariff rates for scores of countries in 2 to 3 weeks ... Donald Trump has held out the prospect that the US will impose higher...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077719f2671dadca4a7932f0c9fffe1e477bca64da8074abb37.jpeg
51,https://www.blakes.com/insights/legal-challenges-to-u-s-tariffs-escalate/,Legal Challenges to U.S. Tariffs Escalate,"Blake, Cassels","May 15, 2025",The number of lawsuits challenging the lawfulness of these tariffs continues to grow. These lawsuits maintain that the tariffs are unlawful and seek to...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0772710a321f7aafb6a7e80fbaf62b709b1f433cd99df033036.jpeg
52,https://www.cnbc.com/2025/05/08/european-union-dispute-against-us-tariffs-world-trade-organization.html,EU to launch dispute against U.S. tariffs as it sets out 95 billion euros in countermeasures,CNBC,"May 8, 2025",The EU is currently seeking to negotiate a deal to avoid Trump's 20% reciprocal tariffs on all U.S. imports from the bloc. Trump has also slapped a 25% tariff...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0775a8ac6c95817eb2409ed3005ed31d11a0f92749ddfb9a7f0.jpeg
53,https://english.elpais.com/usa/2025-05-13/waiting-for-the-harvest-under-the-tariff-storm-trump-factor-paralyzes-us-farmers.html,Waiting for the harvest under the tariff storm: Trump factor paralyzes US farmers,EL PAÍS English,"May 13, 2025","During Trump's first term in the White House, the number of farms filing for bankruptcy in the U.S. reached historic levels. Between 2018 and 2019, they rose 24...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07710856f45e46cc5de4dff55d22c4b6bdfdbacd15494a23bb2.jpeg
54,https://www.ft.com/content/57484113-c936-469d-a1ff-75a8ec44d6b0,US and EU break impasse to enable tariff talks,Financial Times,"May 16, 2025","EU trade ministers made it clear that the recent US-UK agreement, which left 10 per cent tariffs in place, was not a template for the bloc.",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0777a3f9643e23f3604c4714df8a40aaa6394d2405ca4ea7d2e.jpeg
55,https://www.cbc.ca/news/business/trump-drops-tariff-threat-eu-ursula-von-der-leyen-1.7543601,Trump drops tariff threat against EU after weekend call with bloc chief,CBC,"May 26, 2025","Social Sharing. A weekend telephone call between U.S. President Donald Trump and EU chief Ursula von der Leyen gave ""new impetus"" to trade talks, the EU said on...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077eb4cc5d98f826d0f3bddc992860b2242bc949ae1390076bd.jpeg
56,https://finance.yahoo.com/news/live/stock-market-today-dow-jumps-1100-points-sp-500-and-nasdaq-surge-after-us-china-tariff-rollback-triggers-buying-spree-200036073.html,"Stock market today: Dow jumps 1,100 points, S&P 500 and Nasdaq surge after US-China tariff rollback triggers buying spree",Yahoo Finance,"May 12, 2025",Stocks surged on Monday as investors viewed a US-China trade breakthrough over the weekend as a clear sign that the trade war has significantly eased.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077cc86e1157c8fc7770656af62915c5bf37203a68a0d945b10.jpeg
57,https://www.nytimes.com/live/2025/02/02/us/trump-tariffs,Tariff Retaliation Begins as Trump Acknowledges ‘Pain’ Is Possible,The New York Times,"May 29, 2025",The move comes in retaliation to President Trump's blanket 25 percent tariff on all Canadian goods imported into the United States. Tariffs on energy products...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0774c7b5a5974df20db557170953c45789bd7bb100f524776f5.jpeg
