position,link,title,source,date,snippet,thumbnail
39,https://www.economist.com/finance-and-economics/2025/04/09/trumps-tariff-pause-brings-investors-relief-but-worries-remain,Trump’s tariff pause brings investors relief—but worries remain,The Economist,"Apr 9, 2025","Little more than 12 hours after his radical regime of “reciprocal” tariffs took effect, he has put most of them on pause for 90 days.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe30e81cf71004f96750b1685b237c66acb6459ace4e59f263.jpeg
40,https://www.theverge.com/news/642620/trump-tariffs-formula-ai-chatgpt-gemini-claude-grok,Trump’s new tariff math looks a lot like ChatGPT’s,The Verge,"Apr 3, 2025","Trump's new tariff math looks a lot like ChatGPT's. ChatGPT, Gemini, Grok, and Claude all recommend the same “nonsense” tariff calculation.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe6cdbdaf3e8871c83a6e57f74143bb7a0e29ed37a00b1ad74.png
41,https://au.finance.yahoo.com/news/trump-tariffs-live-updates-us-moves-to-levy-chinese-ships-as-trump-softens-rhetoric-191201419.html,Trump tariffs live updates: Trump administration quietly reaches out to Beijing to kick off tariff talks,Yahoo,"May 1, 2025",Countermeasures escalate as China increases its tariffs to 84% on U.S. goods and Trump's 104% duties take effect. April 9. President Trump announces a 90-day...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe9b7a0a30e786fe99b292d888cc79c60fc6e99f30bc9be1b0.jpeg
42,https://www.aljazeera.com/economy/2025/4/7/trump-digs-in-on-tariffs-as-global-stock-markets-go-into-freefall,Global markets in freefall as Trump digs in on tariff ‘medicine’,Al Jazeera,"Apr 7, 2025",Global markets in freefall as Trump digs in on tariff 'medicine'. US president brushes off market turmoil as panicked investors extend massive sell-off. ... Major...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe94660a008717b4daf1bc38cded841fccf7299431a170cc2f.jpeg
43,https://www.ft.com/content/2184c2d7-9aca-4371-b4a1-773320eeb059,Can companies exploit differences between Donald Trump’s tariff rates?,Financial Times,"Apr 7, 2025",Trade experts warn that rejigging supply chains to exploit those differences would be highly complex and subject to how an unpredictable US administration...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741feb477e5f4c3aa2d4a7ea5dfde3206dbcd5c7a54f7805782e5.jpeg
44,https://www.cbsnews.com/news/trump-tariffs-inner-circle-warning/,Trump inner circle warned of tariff consequences,CBS News,"Apr 14, 2025",Senior advisers close to President Trump warned that some tariff proposals could have devastating effects on global financial markets and send the US economy...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe31fa853b006e253639c6d799cb4c5af705d67aca7702c612.jpeg
45,https://www.cbsnews.com/news/trump-tariffs-april-2-liberation-day/,"Trump says he's planning more tariffs on April 2, calling it ""Liberation Day."" Here's what it means.",CBS News,"Apr 2, 2025","On April 2, Mr. Trump will announce his administration's plans for so-called reciprocal tariffs, at an event in the White House Rose Garden, the White House...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe172959eb0c5630c1382c245759ac5b7551a2cdafb8c6a82a.jpeg
46,https://www.cbsnews.com/news/dow-jones-today-stock-tariff-trump-4-3-25/,"Dow Jones plunges more than 1,600 points as stock market recoils from Trump tariff shock",CBS News,"Apr 4, 2025","The Dow Jones Industrial Average plunged 1,679 points, or 4%, to close at 40,546. The S&P 500 sank 274 points, or 4.8%, its biggest one-day drop since Covid-19...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe5fb6c8d77d4b77d8768c37f41acc91ec28222e8ef27e1a52.jpeg
47,https://www.usatoday.com/story/news/politics/2025/04/09/trump-90-day-pause-tariffs-what-to-know/83012628007/,'Yippy' and 'Afraid': What to know as Trump reverses course on tariffs,USA Today,"Apr 9, 2025",President Donald Trump said Wednesday he's pausing the reciprocal tariffs for 90 days for most countries with one notable exception.,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe42214e27f9fab3afc897e13edd9e458804871434e3d6222d.jpeg
48,https://www.cnbc.com/2025/04/02/stock-market-today-live-updates-trump-tariffs.html,"Dow nosedives 1,600 points, S&P 500 and Nasdaq drop the most since 2020 after Trump's tariff onslaught",CNBC,"Apr 3, 2025","Stocks plummet as tariffs spook investors. Stocks nosedived shortly after the opening bell on Thursday, as investors contend with blowback from President Donald...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe8a06e13d1ca0a21a29337f24e31d5ac575921a757935854c.jpeg
49,https://www.politico.com/live-updates/2025/04/04/congress/don-bacon-tariff-powers-bill-00273307,House Republican moves to rein in tariff powers,Politico,"Apr 5, 2025","The Senate bill introduced Thursday by Sens. Charles Grassley (R-Iowa) and Maria Cantwell (D-Wash.) would limit a president's power to impose tariffs, including...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741feeff78905614fd3ea0b2dbb46a2cb0ade06b184bc7098c707.jpeg
50,https://www.wsj.com/politics/policy/trump-tariff-trade-negotiations-phased-approach-7b8380a1?gaa_at=eafs&gaa_n=ASWzDAgUt9Z43_bxDzrtCDHVbNG05wEhmmiUQkjkzkgROqMSB2W3sm1X1nNI&gaa_ts=688ca867&gaa_sig=paLrNIU3jC_Fbc0nJN6BfUqb0xyeI6gbQz2cmpFWk0ELuqnQBehpwC_Vqk_m16MCL-PY25bzdDTB4ljigx0LBw%3D%3D,Exclusive | Trump Administration Lays Out Roadmap to Streamline Tariff Talks - WSJ,The Wall Street Journal,"Apr 25, 2025","US officials plan to conduct staggered trade negotiations using a new template that sets common terms for many of the talks, according to people familiar with...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe0c90f0843ec2ddc42f3ad1efe0dcae1d16e2f13b04d882ed.jpeg
51,https://www.politico.com/news/2025/04/12/china-trade-war-exports-00287123,Forget tariffs — Beijing is already choking off US exports on the sly,Politico,"Apr 12, 2025","The Chinese government over the past four months has halted or significantly curtailed direct imports of major U.S. commodities including beef, poultry and...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fee51d3a618edab829dfe31b7bb18c12300a2398d13a9745a1.jpeg
52,https://www.cnbc.com/2025/04/05/trump-tariffs-live-updates-global-trade-reacts.html,"Trump tariff fallout: Navarro downplays sell-off, while Musk slams his qualifications; tech and finance chiefs reportedly head to Mar-a-Lago",CNBC,"Apr 5, 2025","President Donald Trump's tariff plan sent shockwaves throughout global markets, leaving investors reeling and economists scratching their heads.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe2b7cfbf2016eaaec69f7fb6fdf53fb2614d81b9640e15a11.jpeg
53,https://theconversation.com/no-thats-not-what-a-trade-deficit-means-and-thats-not-how-you-calculate-other-nations-tariffs-253830,"No, that’s not what a trade deficit means – and that’s not how you calculate other nations’ tariffs",The Conversation,"Apr 4, 2025","In other words, the US runs large trade deficits not primarily because other nations have high trade barriers but largely because Americans need to fund their...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741feddf56cca2ae82761fe0bdbd762e2c42a0760e2c696970312.jpeg
54,https://www.nbcnews.com/business/markets/us-stocks-dow-nasdaq-sp-plummet-trump-tariffs-rcna199476,U.S. stocks plunge after Trump's tariff shock to global trade,NBC News,"Apr 3, 2025",U.S. stocks take a historic plunge after Trump's tariffs shock global trade. Wall Street notched its worst day since the depths of the pandemic in 2020 as...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe7cb8bc37dd323b173ef27efc657988ec2d68416e7afd9749.jpeg
55,https://www.cnbc.com/2025/04/09/european-union-approves-first-set-of-retaliatory-tariffs-on-us-imports.html,European Union approves first set of retaliatory tariffs on U.S. imports,CNBC,"Apr 9, 2025",The European Union on Wednesday voted to approve its first set of retaliatory measures to counter tariffs imposed by the US on steel and aluminum.,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe85c963962733e475139d81f12a0d06c547826c9aef7f48a2.jpeg
56,https://www.foxbusiness.com/economy/scott-bessent-says-up-70-nations-want-negotiate-over-trumps-tariffs,Scott Bessent says up to 70 nations want to negotiate over Trump's tariffs,Fox Business,"Apr 7, 2025",Scott Bessent says up to 70 nations want to negotiate over Trump's tariffs · Bessent said Trump is 'better than anyone at giving himself maximum leverage' · US...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe18b07ab364a6205b469d5e71f7692dd35671a981beb6341a.jpeg
57,https://www.npr.org/2025/04/24/nx-s1-5332209/digikey-tariff-small-minnesota-town-big-company,A small U.S. town grew a big company. Can it weather the tariff blizzard?,NPR,"Apr 24, 2025","DigiKey is one of the world's largest marketplaces for electronic components, shipping global orders from a single warehouse in Thief River Falls, Minn.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe07030a88e34bf2f8fdf556b2069ef11281f94ceea467b518.jpeg
58,https://www.reuters.com/business/retail-consumer/white-house-amazon-tariff-price-announcement-is-hostile-2025-04-29/,Amazon in White House crosshairs over report of displaying tariff costs,Reuters,"Apr 29, 2025",Amazon said on Tuesday its low-cost Haul unit had considered listing import charges for goods in light of new US tariffs but denied looking at such a plan for...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe2233b79c231d49e5c6fce32a6dca03ac5ad97c1add0ae97b.jpeg
59,https://www.cnbc.com/2025/04/22/bessent-trump-tariffs-china-deescalate.html,Bessent says he expects 'de-escalation' in U.S.-China tariff fight in the 'very near future',CNBC,"Apr 22, 2025","Treasury Secretary Scott Bessent told investors in a closed-door meeting Tuesday he expects ""there will be a de-escalation"" in President Donald Trump's trade...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe80ea59cd17f3b7afce4fa2e575035f322a2f0a6fa22c8666.jpeg
60,https://www.nytimes.com/2025/03/31/business/trump-tariffs-higher-prices.html,Tariff Gambit Bets Americans Will Swallow Higher Prices,The New York Times,"Apr 2, 2025","Tariff Gambit Bets Americans Will Swallow Higher Prices. Treasury Secretary Scott Bessent argues that the American dream is about more than cheap televisions,...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe6bb3a9cb09d263593f96539165615a3f053655b0883f028f.jpeg
61,https://www.politico.com/live-updates/2025/04/07/congress/whs-veto-threat-00276349,Trump threatens veto of bill to curb tariff power,Politico,"Apr 7, 2025",Trump's veto threat comes as a handful of Senate Republicans have signed onto a bill from Sens. Maria Cantwell (D-Wash.) and Chuck Grassley (R-Iowa) that would...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe1b6cb95508d97c99e15fca53a91eeb94ce127107e23b6ae6.jpeg
62,https://www.theguardian.com/world/2025/apr/08/china-vows-to-fight-to-the-end-against-latest-trump-tariff-threat,China vows to ‘fight to the end’ against latest Trump tariff threat,The Guardian,"Apr 8, 2025",China vows to 'fight to the end' against latest Trump tariff threat ... China's government says it will “fight to the end” if the US continues to escalate the...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fee196cdce75b68014b364a99accef4c10c61cf0214eefebbe.jpeg
63,https://abcnews.go.com/US/live-updates/trump-tariffs-live-updates-semiconductor-tariffs-coming-trump/?id=120778811,Trump tariffs live updates: Trump says US and China are discussing a deal,ABC News,"Apr 18, 2025",President Donald Trump revealed for the first time on Thursday that the United States is in talks with China on a tariff deal.,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741feafe48ab0746263270978a8fe61f36db983f28093500474f9.jpeg
64,https://www.theguardian.com/us-news/2025/apr/03/trumps-idiotic-and-flawed-tariff-calculations-stun-economists,Trump’s ‘idiotic’ and flawed tariff calculations stun economists,The Guardian,"Apr 2, 2025","The method used to calculate the most important numbers in international trade, politics and economics has left some of the world's leading experts shocked.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fef0921a019114be1029caf3b9227450a1235639c6a6b19ed7.jpeg
65,https://www.politico.eu/article/donald-trump-europe-trade-tariffs-imports-liberation-day/,Trump hits ‘pathetic’ Europe with 20 percent tariffs,POLITICO.eu,"Apr 2, 2025","The Trump administration estimates the tariffs charged by the European Union to the United States at 39 percent, and cuts this figure by half to come up with...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fec667b11cfb001148de1f92c7046f109046d6fc4f25253a62.jpeg
66,https://www.cnn.com/politics/live-news/trump-tariffs-cnn-town-hall-04-09-25,"Live updates: Trump news, global tariffs, CNN town hall with Bernie Sanders | CNN Politics",CNN,"Apr 10, 2025","President Donald Trump announced a 90-day pause on all “reciprocal” tariffs except those imposed on China, which will see tariffs increased to at least 125%.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe8629bf91dd7ec4d6bbf1f68d2fc561d36a826753bf1ee4fa.jpeg
67,https://www.wsj.com/livecoverage/stock-market-trump-tariffs-trade-war-04-16-25/card/how-did-trump-s-team-get-to-a-245-tariff-level-for-china-is-that-new--G1hvNFzyOCp1k1ZFlUbJ?gaa_at=eafs&gaa_n=ASWzDAhcALBkoGTY34ClIXoukJ3V96DQlYHTY8XdVoWZ8Zzyn0ocBFqJamHx&gaa_ts=688ca867&gaa_sig=dB327WUgK_KB_5muG0mvRqNXXzaPn4S-QhrScRhapMRG1SdHDaSQxsNtU32HFHjtdINzpSTako6E0pprC5yyRQ%3D%3D,How Did Trump’s Team Get to a 245% Tariff Level for China? Is That New?,The Wall Street Journal,"Apr 16, 2025",How Did Trump's Team Get to a 245% Tariff Level for China? Is That New?,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe215a51697fa143d6ff7c9035440111018b4b23be6f5d00d6.jpeg
68,https://abcnews.go.com/Politics/trump-claims-200-tariff-deals-phone-call-chinese/story?id=121154205,"Trump claims '200' tariff deals, phone call with Chinese President Xi in wide-ranging interview",ABC News,"Apr 25, 2025","Trump claims '200' tariff deals, phone call with Chinese President Xi in wide-ranging interview. He told Time magazine negotiations would be ""finished"" in 3-4...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fee8333eac182680f876354db6aeb96b7d4689966faee5064a.jpeg
69,https://www.wsj.com/livecoverage/stock-market-trump-tariffs-trade-war-04-07-25?gaa_at=eafs&gaa_n=ASWzDAg30OeLlmSNYvE3LWVc1298mi6O_-ZmfiG_z1PeeuN2HFfQkWPei6pG&gaa_ts=688ca867&gaa_sig=k-x4AXjntIwHrMwdunBEOsbP-n_W-A3PxlJMbfJBSIeqXRLI-cpj419lw5kexEd--e-aIbtE8LvijV0KcGz_tw%3D%3D,Markets Swing Wildly as Trump Holds His Ground on Tariff Plan,The Wall Street Journal,"Apr 8, 2025","The tech-heavy Nasdaq Composite fell into a bear market last week. On Thursday and Friday, U.S. stocks lost $6.6 trillion in value after Trump announced larger...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe2a63e037e75a8dfbae838748386a4842d06ca27368a80f01.jpeg
