position,link,title,source,date,snippet,thumbnail
83,https://uk.finance.yahoo.com/news/trump-tariffs-live-updates-us-china-trade-war-reality-sets-in-amid-wider-reciprocal-pause-191201296.html,"Trump tariffs live updates: US and EU rush to finalize deal, 90-day extension of China trade truce likely",Yahoo.co,2 days ago,Steel and aluminum: Trump said on Sunday that the US would maintain its 50% tariff on steel and aluminium imports. EU officials said the two sides agreed on a...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cf6d265e40510ab21b6d5b71a914062a598274773aeee4e17.png
84,https://thehill.com/video-clips/5429326-watch-live-appeals-court-donald-trump-tariff-agenda/,Watch live: Federal appeals court weighs legality of Trump tariffs,The Hill,21 hours ago,The U.S. Court of Appeals for the Federal Circuit will hear arguments Thursday morning on the legality of President Trump's sweeping tariff agenda — one day...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c3915e38c643f21cf3d8557d0fee1b015811106bd7c035aaa.jpeg
85,https://fortune.com/2025/07/31/from-coffee-to-orange-juice-here-are-the-products-that-will-be-hit-hardest-by-trumps-tariffs/,"From coffee to orange juice, here are the products that will be hit hardest by Trump’s tariffs",Fortune,21 hours ago,"As Trump goes back and forth about tariffs, businesses across the world brace themselves for impact.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c661e72bf5e622e34b88ab7a05c511b50f591b2d9ee137b62.jpeg
86,https://www.ft.com/content/e64f4ef0-0f98-4a8b-8840-459fd6f2dc28,Switzerland in ‘shock’ at 39% US tariff blow,Financial Times,2 hours ago,"The Swiss government has denounced Donald Trump's decision to impose a 39 per cent tariff on the country, a steep rate that sent the Swiss franc sliding on...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c930cfc73708c10b7bacb68dd521c82be6e9e2418545c3a24.jpeg
87,https://www.cnbc.com/2025/07/07/trump-tariffs-trade-letters-japan.html,Trump announces steep tariffs on 14 countries starting Aug. 1,CNBC,3 weeks ago,"Goods imported to the U.S. from Japan, South Korea, Malaysia, Kazakhstan and Tunisia are now set to face 25% tariffs, according to the letters Trump posted.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c28a76d3ab6e44a74cfc8957f8fc8fa4ce93c54314a8c384b.jpeg
88,https://www.euronews.com/2025/07/04/trump-vows-tariff-hikes-of-up-to-70-says-nations-will-start-to-pay-in-august,Donald Trump says new tariffs of up to 70% will begin 1 August,Euronews.com,1 month ago,"Trump vows tariff hikes of up to 70%, says nations will 'start to pay' in August · Donald Trump stated that ""10 or 12"" letters would be sent out on Friday, with...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4cbfc861e64d22e6d3a8decc0b3b92bafc342b10439d3dec.jpeg
89,https://www.cnbc.com/2025/07/09/trump-brazil-tariffs-bolsonaro.html,"Brazil will respond to Trump's 50% tariff with 'reciprocity,' says da Silva",CNBC,3 weeks ago,Brazilian President Luiz Inacio Lula da Silva said Wednesday that his country will respond with reciprocity to U.S. President Donald Trump's newly announced 50%...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ccf68ce599cdc0c3883aadbcc9ccaae30fd693c58b8c74e8e.jpeg
90,https://www.bbc.com/news/articles/c62dvyv60z7o,Brazil vows to match US tariffs after Trump threatens 50% levy,BBC,3 weeks ago,Brazil vows to match US tariffs after Trump threatens 50% levy · How Trump's allies stoked Brazil Congress attack · Trump delays tariffs as the rest of the...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c01a4fbe244daaa56f05a0d20d7642dc211f242adf653c452.jpeg
91,https://abcnews.go.com/ThisWeek/white-house-defends-tariffs-brazil-despite-trade-surplus/story?id=123707996,White House defends tariffs on Brazil despite trade surplus,ABC News,3 weeks ago,"White House defends tariffs on Brazil despite trade surplus. Kevin Hassett also said the power to fire Jerome Powell is being ""looked into."" ... 'Danger' of...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c5b687a7e006c19b39e751d40d3a078bd89ba66f3093cd136.jpeg
92,https://www.nytimes.com/2025/07/30/world/americas/brazil-president-lula-trump-tariffs.html,Brazil’s President Lula Voices Frustration With Trump Amid Tariff Battle,The New York Times,2 days ago,"Faced with threats of 50 percent tariffs and demands to end a criminal case, President Luiz Inácio Lula da Silva said he wouldn't take orders from President...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c6149e4f634e569302b267691a548df1845fd0682b768b38b.jpeg
93,https://www.bbc.com/news/articles/c1dnz7gw92zo,Trump threatens extra 10% tariff on nations that side with Brics,BBC,3 weeks ago,"""Any country aligning themselves with the Anti-American policies of BRICS, will be charged an ADDITIONAL 10% tariff. There will be no exceptions to this policy,...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cd022b190b94a7114f335a05f75336a246e69a77b8f5307a8.jpeg
94,https://www.ft.com/content/43c98c4b-8772-4279-ad55-e46bd22409de,Donald Trump pushes for 15%-20% minimum tariff on all EU goods,Financial Times,2 weeks ago,"Donald Trump pushes for 15%-20% minimum tariff on all EU goods ... Donald Trump has escalated his demands in trade negotiations with the EU, pushing for a minimum...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c26f01f28354a9573c3b7f3086fac970808e560a0103e6f05.jpeg
95,https://apnews.com/article/trump-tariffs-inflation-global-trade-af18fb3ed13aa12a9a11f86c2eead079,The Latest: US trade partners around the world react to Trump’s new tariffs,AP News,46 minutes ago,U.S. trade partners are reacting to President Donald Trump's executive order that would introduce new tariffs on many of them in seven days.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ccbeeaa1274088391f098ff5b832f69b3ef815fcf0b642ad2.jpeg
96,https://sg.finance.yahoo.com/news/instant-view-india-reacts-trumps-141419537.html,India reacts to Trump's 25% tariff on exports to US,Yahoo.co,1 day ago,(Reuters) -U.S. President Donald Trump announced on Wednesday a 25% tariff on goods imported from India starting August 1 and an unspecified penalty for...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c7a47729b2ac3c2324f0c47da49e6792d1ab8e1111e9d559e.jpeg
97,https://www.ft.com/content/93398b2a-fd6e-4389-b85b-74a709726738,Donald Trump threatens extra 10% tariff over ‘anti-American’ Brics policies,Financial Times,3 weeks ago,Donald Trump threatens extra 10% tariff over 'anti-American' Brics policies ... Donald Trump has warned that any country embracing the “anti-American policies” of...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cff00f0ab0043124beffb4a589eed5e0ba290a7ccfb363c18.jpeg
98,https://www.politico.eu/article/us-eu-tariff-deal-donald-trump-trade-agreement/,US offers EU 10 percent tariff deal — with caveats,POLITICO.eu,3 weeks ago,"EU to hit US aircraft, cars and food in latest retaliatory strike. The European Commission proposes countermeasures after President Donald Trump threatens to...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce2c3664afd44c13dbd5d63dfc53354e30a41f688604dafba.jpeg
99,https://www.cbsnews.com/news/kevin-hassett-tariff-deadlines-trump-white-house/,"Kevin Hassett says ahead of tariff deadline, ""rough outlines of the deals are becoming clear""",CBS News,4 weeks ago,"With President Trump's 90-day freeze on sweeping U.S. tariffs set to expire Wednesday, the White House has touted new trade agreements with countries in recent...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c154f8a75ae1a6e4302e55314ad36ca106c8cc93a372d1fcf.jpeg
100,https://www.cnbc.com/2025/07/06/bessent-tarrifs-trump-august.html,Bessent: Tariffs will 'boomerang' back to April levels by Aug. 1 for countries without deals,CNBC,4 weeks ago,Bessent: Tariffs will 'boomerang' back to April levels by Aug. 1 for countries without deals · Treasury Secretary Scott Bessent said President Donald Trump will...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c3d5c158cb2bd0b8c7f4f5687da5eaade5b704d6603602b72.jpeg
1,https://apnews.com/article/trump-tariffs-inflation-global-trade-af18fb3ed13aa12a9a11f86c2eead079,The Latest: US trade partners around the world react to Trump’s new tariffs,AP News,46 minutes ago,U.S. trade partners are reacting to President Donald Trump's executive order that would introduce new tariffs on many of them in seven days.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef4ff6eaaa0a9065067900090121aef72b1bdac4566ca857e1.jpeg
2,https://www.ft.com/content/93398b2a-fd6e-4389-b85b-74a709726738,Donald Trump threatens extra 10% tariff over ‘anti-American’ Brics policies,Financial Times,3 weeks ago,Donald Trump threatens extra 10% tariff over 'anti-American' Brics policies ... Donald Trump has warned that any country embracing the “anti-American policies” of...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef7ddd340c1153dd56f13e0931ffe1687ff22d492f8578d6f0.jpeg
3,https://www.politico.eu/article/us-eu-tariff-deal-donald-trump-trade-agreement/,US offers EU 10 percent tariff deal — with caveats,POLITICO.eu,3 weeks ago,"EU to hit US aircraft, cars and food in latest retaliatory strike. The European Commission proposes countermeasures after President Donald Trump threatens to...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef350078b67e8b5b91125d8936a43f2423ce773596d7be8491.jpeg
4,https://www.cbsnews.com/news/kevin-hassett-tariff-deadlines-trump-white-house/,"Kevin Hassett says ahead of tariff deadline, ""rough outlines of the deals are becoming clear""",CBS News,4 weeks ago,"With President Trump's 90-day freeze on sweeping U.S. tariffs set to expire Wednesday, the White House has touted new trade agreements with countries in recent...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef129ad28b3a4f83282c5ef10f6b94965ecff974f78ca10a27.jpeg
5,https://www.cnbc.com/2025/07/06/bessent-tarrifs-trump-august.html,Bessent: Tariffs will 'boomerang' back to April levels by Aug. 1 for countries without deals,CNBC,4 weeks ago,Bessent: Tariffs will 'boomerang' back to April levels by Aug. 1 for countries without deals · Treasury Secretary Scott Bessent said President Donald Trump will...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef41f38b63e46d2ccc51406db88c93cf81c97b23ef89881401.jpeg
6,https://www.bbc.com/news/articles/c784ee81y4zo,Trump threatens Brazil with 50% tariff over Bolsonaro trial,BBC,3 weeks ago,Trump threatens Brazil with 50% tariff and demands Bolsonaro's trial end ... US President Donald Trump said he was planning to impose a 50% tax on goods made in...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6eff8e1f7981ff25fa631182d8c3cb33e9de9606f24912d41ed.jpeg
7,https://www.nbcnews.com/world/russia/donald-trump-tariffs-russia-ukraine-war-moscow-stock-exchange-rcna218810,Russia shrugs off Trump's threat of 'very severe tariffs',NBC News,2 weeks ago,Russia shrugs off Trump's threat of 'very severe tariffs'. The Moscow Stock Exchange was up 2.7% after it opened Tuesday morning. ... President Donald Trump may...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6eff51c17d6f2bd2333ff6f1a980f7e030ebb6171f2e7aeb538.jpeg
8,https://www.bbc.com/news/articles/c04r711q53zo,Taiwan to India: The Trump tariffs hitting Asia,BBC,5 hours ago,Economies in Asia were among those hit hardest by tariffs announced by US President Donald Trump.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efa34ebd2c61beedd8e7eee06f0b4c41ce7a166c225afd1ecb.jpeg
9,https://www.ft.com/content/82e32f7c-47e2-4e96-bb53-a58377e18aa9,Donald Trump reaps $50bn tariff haul as world ‘chickens out’,Financial Times,2 weeks ago,Donald Trump reaps $50bn tariff haul as world 'chickens out' ... America's trading partners have largely failed to retaliate against Donald Trump's sweeping...,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6effc6a4f70fbe266917f4b9c41c3d4bfad6554e321fa2e84e6.jpeg
10,https://www.politico.eu/article/eu-us-skeleton-trade-deal-10-percent-tariff/,EU weighs skeleton US trade deal with 10 percent tariff,POLITICO.eu,1 month ago,The European Union is weighing a provisional trade deal with the United States that would maintain a 10 percent tariff on most exports.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef15431f7fba812de31c0de720718f9d711bf8ace7cf754199.jpeg
11,https://www.bbc.com/news/articles/c628nk51364o,Trump delays tariffs as the rest of the world plays hardball,BBC,3 weeks ago,"Trump delays tariffs as the rest of the world plays hardball ... Donald Trump's White House had grandly promised ""90 deals in 90 days"" after partially pausing the...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efa1a1e58f953dd9eba102621abeadffc35d9619607c21ec08.jpeg
12,https://www.ft.com/content/dedd4efb-79e9-46bf-9e98-ebab20da2a0e,EU pauses trade retaliation against US after Donald Trump’s 30% tariff threat,Financial Times,3 weeks ago,"Senior EU officials told the Financial Times that they did not expect Trump to ultimately go through with his new threat of 30 per cent tariffs, which is being...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6eff6fd769813984c7161f2fcde4acad20ced81f39ae4b031a3.jpeg
13,https://www.bbc.com/news/articles/cn47v5gj1nvo,Ford says Trump tariffs to cost it $2bn this year,BBC,1 day ago,It is the latest indication of the impact of US President Donald Trump's tariffs on big American firms.,https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6efbf298a2842eb1c232e0310703ae15ec2bbd0ad5e0769c938.jpeg
14,https://www.cnbc.com/2025/07/11/trump-announces-35percent-tariffs-on-canada-starting-aug-1.html,"Trump announces 35% tariffs on Canada starting Aug. 1, warns of higher levies if Ottawa retaliates",CNBC,3 weeks ago,"Trump announces 35% tariffs on Canada starting Aug. 1, warns of higher levies if Ottawa retaliates · U.S. President Donald Trump on Thursday announced a 35%...",https://serpapi.com/searches/688ca4177dcfbe367acea2bd/images/e33357c8fa9da6ef9be433f86120757db568c815eb69a65d610a09ff759c6c3b.jpeg
