position,link,title,source,date,snippet,thumbnail
61,https://cosmeticsbusiness.com/space-nk-temporarily-suspends-us-orders-amid-trump-s,Space NK temporarily suspends US orders amid Trump’s tariff headache,Cosmetics Business,"May 1, 2025",Space NK temporarily suspends US orders amid Trump's tariff headache ... Space NK has temporarily suspended orders to the US as it navigates US President Donald...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0075f20de987990fe088443ab3f50059db60c1f3391ca1b71b5.jpeg
62,https://www.thestreet.com/crypto/policy/trump-hints-at-china-trip-after-tariff-cuts,Trump hints at China trip after tariff cuts,TheStreet,"May 18, 2025",Trump hints at China visit after US-China slash tariffs in surprise truce — Bitcoin eyes next move amid global optimism...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00790994f7f537bc8b79a2b55a5fac8663694dfbd2650bd02b8.jpeg
63,https://www.hindustantimes.com/technology/apple-may-pay-25-tariff-on-iphones-instead-of-making-them-in-the-us-report-101748235417815.html,Apple may pay 25% tariff on iPhones instead of making them in the US: Report,Hindustan Times,"May 26, 2025",Apple is being threatened by the government that they will have to pay a 25% tariff on iPhones which are imported to the US.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00722fffc3a18cc24b582d6e2b74761e60c21c3511ec60a66f7.jpeg
64,https://www.reuters.com/world/asia-pacific/taiwan-april-export-orders-beat-forecasts-outlook-cautious-us-tariffs-2025-05-20/,"Taiwan April export orders beat forecasts, but outlook cautious on US tariffs",Reuters,"May 20, 2025","Taiwan's export orders rose more than expected in April, as customers stockpiled the island's technology products ahead of worldwide tariffs.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b0234b4b9e66b665caf38524d93d7150de3d99c51696099b.jpeg
65,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/Japan-prepares-for-more-US-tariff-talks-after-G7-meeting-next-week,Japan prepares for more US tariff talks after G7 meeting next week,Nikkei Asia,"May 16, 2025","Japan and the US are arranging a third round of tariff negotiations to take place this month, with lead Japanese negotiator Ryosei Akazawa set to visit America...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0072613aedb5e8497b3b0568a94e99b18d5ff38e8a30cf40421.jpeg
66,https://www.abc.net.au/news/2025-05-14/why-the-us-tariff-pause-is-not-a-reset/105287962,'Chinese Dream' vs 'America First': What's really behind the tariff war,Australian Broadcasting Corporation,"May 13, 2025","The 90-day tariff truce between China and the US is seen as a relief and an optimistic message for the world, at the heart of the stand-off is a clash between...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0075ff6b5c2e5e166ccc125985912a9ce4522764b9d40344c56.jpeg
67,https://indianexpress.com/article/explained/explained-economics/tariff-tracker-may-20-a-prospective-india-us-trade-deal-trump-admin-flip-flops-10017562/,"Tariff Tracker, May 20: A prospective India-US trade deal, Trump admin flip-flops",The Indian Express,"May 20, 2025","India aims to finalise the terms of an interim trade deal with the US, effective before Trump's tariff pause ends in July. Elsewhere, the fate of countries that...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007bcc8a82a5868955a3bcac63b5124e131118b87b56cf77fba.jpeg
68,https://nypost.com/2025/05/06/us-news/first-us-china-trade-talks-to-take-place-in-switzerland/,First US-China trade talks to take place in Switzerland,New York Post,"May 6, 2025","The first major meeting between US and Chinese officials since President Trump slapped massive tariffs on China will take place in Switzerland this weekend,...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c39a58e18cc132340c31a9aeb32fd20970782b5f99a192dc.jpeg
69,https://www.thestreet.com/automotive/ford-loses-its-last-cheap-vehicle-to-tariffs,Ford loses its last cheap vehicle to tariffs,TheStreet,"May 11, 2025","Ford loses last sub-$30,000 truck to tariffs. The Ford Maverick, an entry-level pickup, is now priced at $29,845 after delivery; however, after paying taxes,...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007501c015b21f194d0f6b8c608c983a24cc6eff83c3901830c.jpeg
70,https://www.hindustantimes.com/world-news/us-news/china-low-value-package-tariff-exemption-ends-but-questions-remain-over-us-collections-101746158583924.html,China low-value package tariff exemption ends but questions remain over US collections - Hindustan Times,Hindustan Times,"May 2, 2025","The Trump administration ended US duty-free access for low-value shipments from China and Hong Kong on Friday, removing the ""de minimis"" exemptions.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0072ee86bed5feb5fbdee30f35a3e58ec5048a5ac33a414e536.jpeg
71,https://www.abc.net.au/news/2025-05-13/trump-china-tariffs-capitulation-markets-respond/105285374,"No matter how he spins it, this is a major capitulation from Trump",Australian Broadcasting Corporation,"May 13, 2025",Trump capitulation a positive sign for investors. Trump's first major step-down was when he put in place a 90-day pause on reciprocal tariffs on all countries...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0077acb50d675960482d05dca1f63193170583543fd4f2b2e44.jpeg
72,https://www.bloomberg.com/news/articles/2025-05-13/bessent-says-eu-may-have-a-collective-action-problem-on-trade,"EU Plagued by ‘Collective Action Problem’ on Trade, Bessent Says",Bloomberg,"May 13, 2025","US Treasury Secretary Scott Bessent said the European Union suffers from a “collective action problem” that's hampering trade negotiations, downplaying the...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a3603c64fbb0493608e10b9d663720b6e760526a9587109a.jpeg
73,https://globalnews.ca/news/11159811/donald-trump-tariffs-auto-canada-cusma-may/,"Canada auto parts get Trump tariff exemption under CUSMA, U.S. says",Global News,"May 1, 2025",Share Close ... Canadian auto parts traded under North American free trade rules will be exempted from U.S. President Donald Trump's 25 per cent auto tariffs due...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079c40a20a14de320efae6930223fe543e89dde5e1aa4ac707.jpeg
74,https://finance.yahoo.com/video/tariff-rollbacks-wont-undo-severely-103040476.html,Tariff rollbacks won't undo 'severely bruised' trust in US,Yahoo Finance,"May 14, 2025","The tariff fight is back in focus just months into Trump's second term. Jay Pelosky, TPW Advisory founder, joins Morning Brief to discuss the overall impact...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007f5dea6f20a12e8af9c9c83b4f57b1de702583a4195961d5c.jpeg
75,https://www.aol.com/first-boats-carrying-chinese-goods-155423244.html,The first boats carrying Chinese goods with 145% tariffs are arriving in LA. Shipments are cut in half. Expect shortages soon,AOL.com,"May 6, 2025",The first boats carrying Chinese goods with 145% tariffs are arriving in LA. Shipments are cut in half. Expect shortages soon ... American consumers are on the...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079efb3a6d7caf93d363fe40c1ccfc4342c2e57f4806406dc3.jpeg
76,https://table.media/en/europe/news-en/trade-with-the-us-uncertainty-grows-as-tariff-court-battle-unfolds,Trade with the US: Uncertainty grows as tariff court battle unfolds.,Table.Media,"May 29, 2025","In a dramatic reversal, a US appeals court reinstated Donald Trump's ""Liberation Day"" tariffs last night, just hours after th...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007ec937533add73e32fa29c66dc34898f82937c6f6794da5a5.jpeg
77,https://edition.cnn.com/2025/05/13/economy/us-cpi-consumer-inflation-april,"Inflation slowed more than expected in April, despite tariff-related price pressures building",CNN,"May 13, 2025","US inflation slowed to its lowest rate in more than four years, an unexpected and welcome development at a time when President Donald Trump's dramatically...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070d09ca09c6a79d47f1ed33cd3433c757b0b4ff3d218d090f.jpeg
78,https://www.bbc.co.uk/news/articles/c15ng4g5g0eo,"UK-US tariff deal: Cars, steel and beef - what you need to know",BBC,"May 8, 2025",Car tariffs cut. The executive order signed by Trump will cut the tariff paid by US-based firms on imports of British cars. The president had imposed a 25% tax...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007dff7670d60f8da05d335afba463c7edfa294cbffd459c10c.jpeg
79,https://asia.nikkei.com/Economy/Trade-war/Trump-tariffs/Japan-objects-to-US-trade-proposal-leaving-tariffs-on-autos-steel,"Japan objects to US trade proposal leaving tariffs on autos, steel",Nikkei Asia,"May 3, 2025","The proposal focused mainly on the Trump administration's ""reciprocal"" tariffs, indicating that the U.S. is unwilling to reduce its tariffs on autos, steel and...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c58fb8540bd43a07ee0d913b39bb83345b171b88af5b7a61.jpeg
80,https://thestarphoenix.com/business/how-canada-mexico-could-grow-trade-u-s-tariff-fallout,How Canada and Mexico could grow trade amid U.S. tariff fallout,The Star Phoenix,"May 23, 2025","In 2024, Canada exported $434-billion worth of goods to the U.S., according to the United Nations COMTRADE Database. In comparison, Canada exported $8.6-billion...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0078014369b7876b19e6ab7ef34634e393911a6dfeb881f1aa1.jpeg
81,https://hongkongfp.com/2025/05/14/us-slashes-tariffs-on-small-parcels-from-hong-kong-mainland-china/,"US slashes tariffs on small parcels from Hong Kong, mainland China",Hong Kong Free Press HKFP,"May 14, 2025","US slashes tariffs on small parcels from Hong Kong, mainland China. The duty for goods sent from mainland China and Hong Kong worth under US$800 (HK$6,230) is...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00763acd1ff13bb54f43a36efeca4c48323f6e85752498229eb.jpeg
82,https://www.bbc.co.uk/news/articles/cd7g0v53227o,"Trump's tariffs 'not going away', top adviser says",BBC,"Jun 1, 2025",The president's plan - where countries face between 11% to more than 100% tariffs on goods brought into the US - was announced in April. But the majority of the...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007778894df866f1c589e6582f10625570ae46f0900414ec05d.jpeg
83,https://www.cnbctv18.com/market/commodities/trumps-50-steel-and-aluminium-tariff-may-not-hurt-india-but-global-sentiment-at-risk-19613482.htm,Trump’s 50% steel tariff may not hurt India but could weigh on global sentiment,CNBC TV18,"May 31, 2025","In 2024, the US imported 28 million tonnes of steel and 5.4 million tonnes of aluminium, most of it from Canada. ... US President Donald Trump has announced that...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00784f5646f4ae8eea59927ebc421be397c365ccccbb8fe6b45.jpeg
84,https://www.msn.com/en-us/news/news/content/ar-AA1CrT5H?ocid=sapphireappshare,Penguins targeted by Trump tariffs now have a (viral) social media account,MSN,"May 11, 2025","Trump has slapped a 10 per cent tariff on an Australian territory with no human inhabitants: the Heard and McDonald Islands, two of the most remote places on...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a3781421ac54924a311060cd254a9e6f583e92fe9303438a.jpeg
85,https://www.hindustantimes.com/world-news/us-news/we-won-t-stop-walmart-reacts-to-trumps-order-to-eat-the-tariffs-heres-what-happens-next-101747823062862.html,‘We won’t stop': Walmart reacts to Trump's order to ‘eat the tariffs’; here's what happens next - Hindustan Times,Hindustan Times,"May 21, 2025","Walmart reacts to Trump's warning. When asked about Trump's statement, Walmart spokesperson Joe Pennington told USA Today: “We have always worked to keep our...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007ec05781d7148edd2ad1d61460ec454cf7be9cf455f469d2c.jpeg
86,https://www.businesstimesintl.com/asean/indonesias-pertamina-eyes-more-us-crude-oil-amid-trade-negotiations-and-tariff-uncertainty,Indonesia’s Pertamina eyes more US crude oil amid trade negotiations and tariff uncertainty,The Business Times,"May 7, 2025","[JAKARTA] Indonesian state energy giant Pertamina is exploring the possibility of sourcing more crude oil from the US, in a move that comes amid ongoing trade...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b41ca7e9c94b8b9bbf313da05e1c44d0659b7c8540cfdf34.jpeg
87,https://www.bbc.co.uk/news/articles/cjwqy6welewo,Trump tariff ruling doesn't really change US-UK deal,BBC,"May 29, 2025",The ruling does block Trump's imposition of blanket tariffs of 10% on other UK goods entering the US - such as products like salmon and whisky. So how that part...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b63d16a61eae4d1c68051c2e75556c2461cc7e2f60299928.jpeg
88,https://www.hindustantimes.com/world-news/donald-trump-claims-india-ready-to-cut-tariff-on-us-goods-but-deal-may-be-delayed-no-rush-101747440026668.html,"Donald Trump claims India willing to cut 100% tariffs on US goods, 'but…'",Hindustan Times,"May 17, 2025","US President Donald Trump claimed that India offered to remove all tariffs on American goods, but added that he was in no rush to formalise a trade deal despite...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070c03100515a09d7cde16fa8ac3693329efb992ddc96371b5.jpeg
89,https://www.hindustantimes.com/india-news/defending-tariff-policy-trade-access-helped-halt-indo-pak-war-us-govt-tells-court-101748456871595.html,"Tariff policy: Trade access helped halt Indo-Pak war, US govt tells court",Hindustan Times,"May 29, 2025",The United States government has told a court that any ruling impeding President Donald Trump's use of emergency powers to invoke tariffs would imperil foreign...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00794ac1921987ebd64dd179e8afbb5beb1cbf1093a6e20977f.jpeg
90,https://www.hindustantimes.com/world-news/us-news/trump-administration-may-add-temporary-tariffs-of-up-to-15-report-101748568766126.html,Trump administration may add temporary tariffs of up to 15% using existing law: Report - Hindustan Times,Hindustan Times,"May 30, 2025","The Trump administration is thinking about putting temporary tariffs on many goods from around the world, according to a report from the Wall Street Journal on...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0071f4f2096cd06c98cdddf1d2b7033e3aff814e9ab3caca8f2.jpeg
91,https://www.aljazeera.com/video/newsfeed/2025/5/7/us-central-bank-trump-tariffs-causing-great-deal-of,US central bank: Trump tariffs causing ‘great deal of uncertainty’,Al Jazeera,"May 7, 2025",US Federal Reserve Chair Jerome Powell said that Donald Trump's tariffs are creating “a great deal of uncertainty.”,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070df03c1904fff665414ed4ce28b63fdf09ddf22aeaf3133f.jpeg
